;Texto;Classificação
825;URGENTE!! Cármen Lúcia solta BOMBA e acaba de bloquear R$ 7,6 bilhões do BOLSOLÃO!!! Dinheiro tinha sido desviado da Cultura (leis Aldir Blanc e Paulo Gustavo) pelo governo Bolsonaro! Grande, GRANDE DIA!!;Neutro
826;Se até nos presídios onde lula teve 80% JB teve 6.5 %, como Presidente zerou em centenas de urnas país a fora ????;Positivo
827;Craques da seleção de Lula hoje: . - Guilherme Boulos - Fernando Haddad - João Pedro Stédile - Gleisi Hoffmann . ***4 CAVALHEIROS DO APOCALIPSE!;Neutro
828; URGENTE: Informação quente que acabei de receber. O Exército e PF precisam esperar até que o Lula seja diplomado para agir, pq só nesse momento o crime estaria consumado.;Positivo
829;lula vai legalizar cachorro;Positivo
830;Em ação que remete ao Nazismo, bolsonaristas cogitam marcar com estrelas as casas de quem votou em Lula no RS Imagens espalhadas pedem que eleitores de Lula coloquem adesivos com estrelas do PT em seus estabelecimentos,;Positivo
831;Erechim que é massa. Foi só o Lula ganhar que tiraram a bandeira do Brasil da praça e colocaram uma estrela no lugar.;Negativo
832;O RETORNO TRIUNFAL DO VASCO DA GAMA E LUIZ INACIO LULA DA SILVA;Neutro
833;Deu Lula e Vasco. Não adianta ficar puto.;Negativo
834;Os economistas de esquerda não podem se calar diante dos absurdos que o Meirelles está dizendo. Ele está tentando destruir completamente o país e o primeiro ano de governo Lula para salvar o autoritário teto que criou. Deve ser denunciado duramente.  É o nosso dever histórico.;Negativo
835;Dados do Banco Mundial: o governo Bolsonaro reduziu de 11,37 milhões para 4,14 milhões o número de pessoas na linha de pobreza. 7,23 milhões de pessoas saíram desse patamar! Mais uma narrativa do PT cai por terra e a grande mídia nem um pio!!!;Positivo
836;Lula renuncia presidência após comércio de Ponta Porã fechar;Positivo
837;"Sabem por q o golpista do Heleno tem ódio do Lula? No Haiti ele comandou um massacre. A ONU condenou a ação. Na época o presidente do Brasil era Lula. Lula colocou ""ele na geladeira"" (que na verdade era um emprego muito bem remunerado). Aí ficou revoltadinho";Neutro
838;A fábrica do ódio e da mentira,  PERDERAM. Isso não é exemplo que se dê. “General” Heleno, ofende Lula e deseja que ele adoeça. MEDÍOCRE - ñ postarei o vídeo pra não dar audiência.;Negativo
839;"E eu q tenho uma pasta só de figurinhas do Lula, p responder aleatoriamente minha mãe ""bolsominion"" no wpp. Um p cada ocasião kkkkkkkk";Positivo
840;Nossa, que estranho o Lula receber 100% dos votos válidos em uma urna localizada em uma aldeia indígena. Por que será que os indígenas não votaram no candidato que diz que indígena é preguiçoso, não merece um centímetro de terra e que liberou armas pra fazendeiros? Mistério.;Negativo
841;Será que o Lula cansou da Janja e quis voltar com a Marisa?;Positivo
842;Só eu que estou achando que esse papo de Lula no Sírio libanês é  cortina de fumaça pra desviar  a atenção da fraude nas urnas?;Negativo
843;Proponho a Juca Kfouri o teste de popularidade q apavora devotos de Lula: apareça de surpresa na Av Paulista, no meio da tarde, caminhe pela calçada e sinta como reage quem conseguir reconhecê-lo. Se sobreviver por uma quadra, o JK da ladroagem merece a boca q busca na TV federal;Neutro
844;6 dias de Lula eleito 2 jogos do FlorminenC 2 vitórias 4 gols do Cano fazendo L Não é coincidência. Um Fluminense forte e protagonista está diretamente relacionado com governo do PT;Positivo
845;carolana mulher como tu vai seguir o lula e não observa um verificado o número de seguidores as postagens sei lá;Negativo
846;aconteceu: lula já ganhou e eu tive q escutar de novo - erga essa cabeça mete o pé e vai na fé manda o bolsonaro embora;Neutro
847;Será que o Lula vai voltar das férias?;Negativo
848;Quem faz parte dos 60.345.999 que elegeram Lula PRESIDENTE, comete aqui: RESPEITE MEU VOTO;Negativo
849;Bolsonaristas estão subindo fakenews contra as urnas. Vamos aproveitar e pedir a CPI DA COMPRA DE VOTOS!! Comente aqui CPI DA COMPRA DE VOTOS de você quer que Bolsonaro e PRF sejam investigados e presos por COMPRA DE VOTOS!!;Positivo
850;Boatos de que o Lula teve um infarto e foi direcionado ao Hospital Sírio-Libanês. Alguém checou isso ?;Negativo
851;"O cara que ""provou a fraude"" na Argentina teve reunião com Eduardo Bolsonaro em Outubro.";Neutro
852;to com muito medo quero muito ver o lula subindo a rampa do planalto mas ja vi tanta ameaça deus proteja esse velho;Positivo
853;Acho que todo mundo esperava que ia ter déficit do Bolsonaro mas 400 bilhões é MUITA coisa Não sei se vai dar boa não cobrar imposto de renda do povo que recebe menos que 5000/mês pelo menos nos dois primeiros anos Não tem Meirelles que salve o que o Guedes deixou rolar;Negativo
854;Uber: Votei no Bozo no primeiro turno e no Lula no segundo. Eu:  E o que te fez mudar de ideia? Uber: Não mudei, não confio em nenhum e decidi dar  um voto pra cada e ser justo.;Negativo
855;o lula vai pegar o brasil igual a rhaenyra pegou porto real com 0 reais nos cofre;Positivo
856;Salário mínimo: Com Lula: R$1.320 Com Bolsonaro: R$1.400 Ah mas o Bolsonaro palavrão né;Positivo
857;sem querer politizar, mas todas as vezes que eu fiz sexo foi no governo bolsonaro;Negativo
858;Equipe de transição está desesperada, para aprovar uma PEC do Orçamento de Transição até dez, porque disse, que no Gov Bolsonaro o orçamento é BAIXISSIMO e os vermelhos não tem condições de sustentar o Governo Petista ! Como foi que Bolsonaro conseguiu?;Positivo
859;Tô começando a achar que até o Bolsonaro tá assustado com esse monstro que ele criou. Gente fanática e doente é perigoso pra ele tb, quem garante que um louco desse não pode atentar contra a vida dele? Eles tratam ele como o Deus deles.;Negativo
860;Hoje bolsonaristas adoraram um pneu. Eu ainda acho melhor que adorar o Bolsonaro.;Negativo
861;Flavio Bolsonaro diz que aplaude de pé as manifestações e que é pra gente confiar no capitão!;Negativo
862;Por favor Lula acaba com QR code em restaurante;Positivo
863;Gente, sabemos q se a justiça agir, o Bolsonaro será preso logo nas primeiras semanas de 2023 ...;Positivo
864;Esconderam o Lula?;Positivo
865;Flávio Bolsonaro e qualquer outra político que exaltou ou promoveu os atos dos últimos dias devem perder os mandatos! Art. 359 M da Lei 14.197/2021: Tentar depor, por meio de violência ou grave ameaça, o governo legitimamente constituído. É crime, são criminosos!;Positivo
866;Quem aí vai pra Brasília dia 01/01 ver o Lula?;Negativo
867;Se vcs pararem o video do Bolsonaro em 1:32 vcs vão ver uma mensagem que ele queria passar para os apoiadores: que ele não passa de um rato. Se vcs não pausarem a mensagem é a mesma.;Negativo
868;Chegamos nesse ponto: Lula no poder o que pode resultar em implantação do comunismo no país e Alexandre de Moraes no STF.;Positivo
869;Só pra esclarecer uma coisa aqui, Bolsonaro não disse ‘vão sentir saudade da gente’, mas sim ‘sentiram saudade da gente’.;Negativo
870;O cara perdeu uma eleição legítima e não conseguiu se pronunciar por 45 horas. Quando falou, não reconheceu a derrota. Até agora não telefonou para o vencedor. Perto de Dilma, Lula e Haddad, Bolsonaro é um micróbio político. Nunca será. Nunca jamais será;Negativo
871;Os palestinos adoram o Lula tambem porque ele foi o unico chefe de Estado que dormiu na Palestina.;Neutro
